fecha,of,producto_codigo,componente_codigo,lote,cantidad,unidad,almacen,movimiento,emisor,receptor,observaciones,timestamp_registro
2025-08-05,250827,512.052.009,453.084.485,L250805-03,522.520,kg,MP-01,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-05T18:34:26
2025-08-06,250821,512.109.069,452.998.828,L250806-01,1012.965,kg,MP-01,Emision,Operario B,Línea 1,PLANTA CRE | Proceso OK,2025-08-06T06:54:55
2025-08-06,250835,501.161.127,454.809.587,L250806-03,495.861,kg,AD-01,Emision,Operario A,Tanque 3,PLANTA MAK | Proceso OK,2025-08-06T09:56:13
2025-08-06,250836,513.156.005,451.486.161,L250806-03,328.932,kg,MP-01,Emision,Supervisor,Línea 1,PLANTA CRE | Proceso OK,2025-08-06T10:42:04
2025-08-06,250828,513.106.038,455.698.711,L250806-02,57.000,ud,MP-03,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-08-06T10:47:53
2025-08-06,250823,505.075.038,452.140.799,L250806-02,1431.555,L,AD-01,Emision,Supervisor,Línea 1,PLANTA MAK | Proceso OK,2025-08-06T12:43:27
2025-08-06,250818,512.048.088,453.863.462,L250806-01,1191.213,kg,MP-02,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-06T14:17:38
2025-08-06,250824,501.064.032,452.590.867,L250806-02,360.918,kg,MP-03,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-06T15:36:09
2025-08-06,250811,501.135.074,451.940.578,L250806-03,394.154,kg,AD-01,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-08-06T17:37:31
2025-08-07,250831,513.126.057,452.752.023,L250807-02,556.598,kg,MP-03,Emision,Operario B,Línea 1,PLANTA MAK | Proceso OK,2025-08-07T06:42:05
2025-08-07,250823,505.075.038,452.140.799,L250806-02,396.650,L,MP-03,Devolucion,Operario C,Tanque 5,PLANTA MAK | Devolución parcial,2025-08-07T08:02:39
2025-08-07,250830,512.037.054,451.500.341,L250807-01,314.622,kg,MP-02,Emision,Supervisor,Línea 1,PLANTA MAK | Proceso OK,2025-08-07T08:39:27
2025-08-07,250826,505.042.074,453.975.108,L250807-02,37.000,ud,MP-03,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-08-07T09:06:03
2025-08-07,250817,505.115.057,451.303.426,L250807-03,331.537,kg,MP-01,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-08-07T11:20:12
2025-08-07,250813,505.100.032,451.945.461,L250807-01,308.304,kg,MP-03,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-08-07T13:34:41
2025-08-07,250831,513.126.057,452.752.023,L250807-02,326.650,kg,MP-03,Emision,Operario B,Línea 1,PLANTA MAK | Proceso OK,2025-08-07T14:31:58
2025-08-07,250835,501.161.127,453.539.226,L250807-01,632.069,kg,MP-01,Emision,Operario B,Línea 1,PLANTA MAK | Proceso OK,2025-08-07T16:04:13
2025-08-07,250820,505.014.069,454.080.136,L250827-02,26.039,kg,MP-01,Devolucion,Supervisor,Tanque 3,PLANTA CRE | Devolución parcial,2025-08-07T16:45:32
2025-08-07,250833,501.130.032,451.471.455,L250807-02,298.490,kg,MP-02,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-08-07T17:21:06
2025-08-07,250836,513.156.005,455.226.140,L250824-02,41.915,kg,AD-01,Devolucion,Operario C,Tanque 3,PLANTA CRE | Devolución parcial,2025-08-07T17:37:09
2025-08-08,250825,505.088.019,452.793.114,L250808-02,574.586,kg,MP-03,Emision,Operario A,Línea 1,PLANTA MAK | Proceso OK,2025-08-08T06:24:28
2025-08-08,250820,505.014.069,454.672.094,L250808-02,928.393,kg,MP-01,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-08T07:55:27
2025-08-08,250836,513.156.005,455.303.984,L250825-02,153.155,kg,MP-02,Devolucion,Operario B,Tanque 5,PLANTA CRE | Devolución parcial,2025-08-08T08:11:36
2025-08-08,250836,513.156.005,454.816.817,L250808-03,170.384,kg,AD-01,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-08-08T08:43:46
2025-08-08,250829,512.150.009,455.290.306,L250808-03,879.238,kg,AD-01,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-08-08T08:53:42
2025-08-08,250810,505.004.054,452.626.877,L250808-02,624.292,kg,MP-03,Emision,Operario C,Línea 1,PLANTA MAK | Proceso OK,2025-08-08T10:41:23
2025-08-08,250817,505.115.057,451.119.852,L250808-01,634.282,kg,MP-03,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-08-08T12:38:08
2025-08-08,250827,512.052.009,451.316.804,L250808-02,933.399,kg,AD-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-08-08T13:19:05
2025-08-08,250828,513.106.038,454.040.406,L250808-02,517.235,kg,AD-01,Emision,Operario A,Línea 1,PLANTA CRE | Proceso OK,2025-08-08T13:58:08
2025-08-08,250812,501.036.089,453.243.310,L250808-02,846.852,L,MP-02,Emision,Supervisor,Línea 1,PLANTA MAK | Proceso OK,2025-08-08T14:26:26
2025-08-08,250824,501.064.032,454.364.958,L250827-02,2.419,ud,AD-01,Devolucion,Operario A,Tanque 3,PLANTA CRE | Devolución parcial,2025-08-08T15:12:51
2025-08-08,250825,505.088.019,452.793.114,L250808-01,348.468,kg,AD-01,Emision,Operario B,Tanque 3,PLANTA MAK | Proceso OK,2025-08-08T17:04:15
2025-08-09,250832,501.066.148,451.833.179,L250809-03,553.369,L,AD-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-08-09T07:08:44
2025-08-09,250828,513.106.038,454.040.406,L250809-02,327.304,kg,MP-03,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-08-09T09:29:19
2025-08-09,250820,505.014.069,451.002.219,L250809-01,478.300,kg,MP-03,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-09T09:33:38
2025-08-09,250828,513.106.038,451.177.283,L250809-03,946.470,kg,MP-01,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-08-09T09:58:52
2025-08-09,250829,512.150.009,455.290.306,L250809-02,268.515,L,AD-01,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-08-09T11:46:45
2025-08-09,250827,512.052.009,453.084.485,L250809-03,668.599,kg,AD-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-08-09T12:23:11
2025-08-10,250816,505.161.088,454.110.139,L250810-03,692.147,kg,MP-02,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-08-10T08:25:20
2025-08-10,250825,505.088.019,455.722.940,L250810-03,589.048,kg,MP-01,Emision,Supervisor,Línea 1,PLANTA MAK | Proceso OK,2025-08-10T08:38:20
2025-08-10,250833,501.130.032,451.510.764,L250804-01,103.063,kg,MP-02,Devolucion,Operario A,Tanque 3,PLANTA CRE | Devolución parcial,2025-08-10T09:48:34
2025-08-10,250816,505.161.088,454.110.139,L250810-03,342.002,kg,AD-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-08-10T12:17:52
2025-08-10,250829,512.150.009,451.494.066,L250810-01,732.037,kg,MP-03,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-08-10T16:05:14
2025-08-11,250823,505.075.038,453.326.464,L250811-03,510.250,kg,MP-03,Emision,Operario B,Tanque 5,PLANTA MAK | Proceso OK,2025-08-11T10:29:16
2025-08-11,250832,501.066.148,453.476.052,L250811-02,389.351,kg,MP-03,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-11T11:11:07
2025-08-11,250826,505.042.074,453.021.327,L250811-02,675.069,kg,MP-02,Emision,Operario A,Línea 1,PLANTA CRE | Proceso OK,2025-08-11T11:38:39
2025-08-11,250836,513.156.005,454.816.817,L250811-02,378.843,L,AD-01,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-08-11T13:35:06
2025-08-12,250825,505.088.019,452.793.114,L250812-01,77.000,ud,MP-01,Emision,Operario C,Tanque 5,PLANTA MAK | Proceso OK,2025-08-12T06:16:13
2025-08-12,250832,501.066.148,451.873.298,L250817-03,95.628,kg,AD-01,Devolucion,Operario B,Línea 1,PLANTA CRE | Devolución parcial,2025-08-12T06:41:59
2025-08-12,250825,505.088.019,451.023.152,L250812-03,385.099,kg,AD-01,Emision,Operario A,Tanque 3,PLANTA MAK | Proceso OK,2025-08-12T10:20:08
2025-08-12,250810,505.004.054,455.336.089,L250812-01,322.661,kg,MP-02,Emision,Supervisor,Línea 2,PLANTA MAK | Proceso OK,2025-08-12T13:47:38
2025-08-12,250817,505.115.057,451.303.426,L250815-03,121.614,kg,MP-02,Devolucion,Operario C,Línea 1,PLANTA CRE | Devolución parcial,2025-08-12T16:08:20
2025-08-12,250810,505.004.054,455.336.089,L250812-03,231.037,kg,AD-01,Emision,Operario B,Línea 2,PLANTA MAK | Proceso OK,2025-08-12T16:48:38
2025-08-12,250813,505.100.032,453.095.549,L250812-02,637.477,kg,AD-01,Emision,Operario A,Tanque 5,PLANTA CRE | Proceso OK,2025-08-12T18:53:20
2025-08-13,250823,505.075.038,453.240.077,L250813-03,521.526,kg,MP-03,Emision,Operario C,Línea 2,PLANTA MAK | Proceso OK,2025-08-13T06:25:54
2025-08-13,250826,505.042.074,453.975.108,L250813-02,715.976,kg,MP-02,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-13T06:27:05
2025-08-13,250820,505.014.069,454.080.136,L250813-01,97.453,kg,MP-02,Emision,Supervisor,Tanque 5,PLANTA CRE | Proceso OK,2025-08-13T07:15:31
2025-08-13,250811,501.135.074,455.925.518,L250813-03,537.318,kg,MP-02,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-08-13T08:34:25
2025-08-13,250811,501.135.074,452.587.550,L250813-01,316.737,L,AD-01,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-08-13T10:12:59
2025-08-13,250832,501.066.148,451.873.298,L250813-03,243.780,kg,MP-01,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-08-13T13:07:56
2025-08-13,250828,513.106.038,455.698.711,L250813-01,421.941,kg,MP-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-08-13T13:38:28
2025-08-13,250816,505.161.088,454.110.139,L250813-02,344.588,L,AD-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-08-13T16:38:08
2025-08-13,250814,501.159.148,455.565.422,L250813-03,720.168,kg,AD-01,Emision,Operario A,Línea 1,PLANTA CRE | Proceso OK,2025-08-13T17:10:05
2025-08-13,250816,505.161.088,454.341.862,L250813-03,355.740,kg,AD-01,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-13T17:57:51
2025-08-13,250827,512.052.009,451.316.804,L250813-03,366.579,L,MP-01,Emision,Operario B,Línea 1,PLANTA CRE | Proceso OK,2025-08-13T18:28:11
2025-08-13,250814,501.159.148,453.549.294,L250813-03,1567.644,kg,MP-03,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-08-13T18:44:46
2025-08-13,250823,505.075.038,455.112.160,L250813-01,456.737,kg,MP-02,Emision,Operario A,Tanque 5,PLANTA MAK | Proceso OK,2025-08-13T18:45:22
2025-08-14,250813,505.100.032,454.690.620,L250814-03,869.382,kg,MP-02,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-08-14T06:13:32
2025-08-14,250828,513.106.038,451.177.283,L250814-03,497.951,kg,MP-03,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-08-14T07:19:45
2025-08-14,250831,513.126.057,452.745.135,L250814-03,605.749,kg,MP-03,Emision,Operario B,Tanque 5,PLANTA MAK | Proceso OK,2025-08-14T07:32:46
2025-08-14,250832,501.066.148,453.476.052,L250814-01,382.423,kg,MP-01,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-08-14T16:41:10
2025-08-14,250832,501.066.148,451.873.298,L250814-01,344.047,kg,MP-03,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-08-14T17:55:43
2025-08-15,250817,505.115.057,453.026.495,L250815-02,540.896,kg,MP-03,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-15T06:51:45
2025-08-15,250823,505.075.038,453.240.077,L250815-03,686.129,kg,MP-02,Emision,Operario A,Tanque 5,PLANTA MAK | Proceso OK,2025-08-15T07:51:50
2025-08-15,250831,513.126.057,454.020.234,L250815-03,419.602,kg,MP-03,Emision,Supervisor,Línea 2,PLANTA MAK | Proceso OK,2025-08-15T09:44:43
2025-08-15,250827,512.052.009,453.084.485,L250815-02,487.626,kg,AD-01,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-08-15T10:36:03
2025-08-15,250818,512.048.088,455.171.502,L250819-01,79.792,kg,AD-01,Devolucion,Operario A,Línea 1,PLANTA CRE | Devolución parcial,2025-08-15T10:49:34
2025-08-15,250828,513.106.038,454.148.634,L250825-03,43.407,L,MP-03,Devolucion,Operario B,Tanque 3,PLANTA CRE | Devolución parcial,2025-08-15T11:52:29
2025-08-15,250822,513.070.005,455.690.924,L250815-01,495.277,kg,MP-03,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-08-15T13:23:37
2025-08-15,250817,505.115.057,451.303.426,L250815-03,465.276,kg,AD-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-08-15T15:25:37
2025-08-15,250814,501.159.148,451.515.833,L250815-02,694.457,kg,AD-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-08-15T16:37:42
2025-08-16,250823,505.075.038,455.112.160,L250816-02,661.268,kg,MP-03,Emision,Operario C,Tanque 5,PLANTA MAK | Proceso OK,2025-08-16T10:11:01
2025-08-16,250822,513.070.005,455.690.924,L250816-01,30.000,ud,MP-02,Emision,Operario B,Línea 1,PLANTA CRE | Proceso OK,2025-08-16T12:01:14
2025-08-16,250829,512.150.009,453.284.656,L250816-03,674.636,kg,MP-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-08-16T14:07:55
2025-08-16,250833,501.130.032,451.471.455,L250825-03,24.940,kg,MP-01,Devolucion,Supervisor,Tanque 5,PLANTA CRE | Devolución parcial,2025-08-16T14:49:58
2025-08-16,250813,505.100.032,452.053.275,L250816-03,655.531,kg,MP-03,Emision,Operario B,Línea 2,PLANTA CRE | Proceso OK,2025-08-16T17:34:31
2025-08-17,250835,501.161.127,455.367.075,L250822-02,127.463,L,MP-03,Devolucion,Supervisor,Tanque 5,PLANTA MAK | Devolución parcial,2025-08-17T06:18:57
2025-08-17,250821,512.109.069,451.524.944,L250817-03,241.032,kg,MP-03,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-08-17T08:47:49
2025-08-17,250832,501.066.148,453.821.694,L250817-02,575.623,L,MP-02,Emision,Operario A,Tanque 5,PLANTA CRE | Proceso OK,2025-08-17T11:15:21
2025-08-17,250814,501.159.148,454.017.007,L250817-02,682.454,kg,MP-03,Emision,Supervisor,Línea 1,PLANTA CRE | Proceso OK,2025-08-17T11:25:29
2025-08-17,250832,501.066.148,451.873.298,L250817-03,442.870,kg,MP-02,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-08-17T12:42:46
2025-08-17,250811,501.135.074,455.925.518,L250817-01,597.443,kg,MP-01,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-17T13:43:46
2025-08-17,250811,501.135.074,451.940.578,L250806-03,63.605,kg,MP-01,Devolucion,Supervisor,Línea 2,PLANTA CRE | Devolución parcial,2025-08-17T14:26:29
2025-08-17,250831,513.126.057,454.020.234,L250817-02,457.818,kg,MP-01,Emision,Supervisor,Tanque 3,PLANTA MAK | Proceso OK,2025-08-17T18:34:39
2025-08-18,250827,512.052.009,454.483.501,L250818-02,441.933,kg,AD-01,Emision,Operario A,Tanque 5,PLANTA CRE | Proceso OK,2025-08-18T07:26:09
2025-08-18,250818,512.048.088,453.144.192,L250818-01,388.591,L,AD-01,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-08-18T07:47:53
2025-08-18,250816,505.161.088,454.341.862,L250818-01,1439.386,kg,MP-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-08-18T08:41:39
2025-08-18,250836,513.156.005,455.303.984,L250818-03,531.231,L,AD-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-08-18T12:14:57
2025-08-18,250815,513.064.005,452.758.399,L250818-01,389.177,kg,MP-01,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-18T14:05:38
2025-08-18,250818,512.048.088,453.863.462,L250818-03,603.346,kg,MP-03,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-08-18T14:57:43
2025-08-18,250817,505.115.057,453.026.495,L250804-02,55.423,kg,AD-01,Devolucion,Operario B,Tanque 5,PLANTA CRE | Devolución parcial,2025-08-18T16:11:11
2025-08-18,250821,512.109.069,453.086.318,L250818-03,264.042,kg,MP-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-08-18T17:54:15
2025-08-19,250834,501.092.074,453.710.681,L250819-01,551.172,L,MP-03,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-08-19T06:09:59
2025-08-19,250813,505.100.032,452.053.275,L250819-02,637.481,kg,MP-02,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-08-19T09:24:36
2025-08-19,250818,512.048.088,455.171.502,L250819-01,416.860,kg,MP-03,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-08-19T09:34:18
2025-08-19,250836,513.156.005,454.816.817,L250819-02,365.148,kg,AD-01,Emision,Operario B,Línea 1,PLANTA CRE | Proceso OK,2025-08-19T11:15:50
2025-08-19,250819,505.106.001,453.849.254,L250819-02,230.515,L,MP-01,Emision,Operario A,Línea 1,PLANTA MAK | Proceso OK,2025-08-19T16:50:53
2025-08-19,250814,501.159.148,454.017.007,L250819-03,420.887,kg,MP-02,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-08-19T16:54:41
2025-08-19,250820,505.014.069,454.672.094,L250804-02,32.062,kg,MP-02,Devolucion,Supervisor,Tanque 3,PLANTA CRE | Devolución parcial,2025-08-19T17:13:40
2025-08-19,250836,513.156.005,454.405.842,L250819-03,540.055,kg,MP-01,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-08-19T17:47:57
2025-08-19,250833,501.130.032,451.510.764,L250819-03,1060.366,kg,AD-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-08-19T18:00:33
2025-08-20,250823,505.075.038,455.112.160,L250820-02,185.667,kg,AD-01,Emision,Supervisor,Tanque 5,PLANTA MAK | Proceso OK,2025-08-20T06:05:17
2025-08-20,250836,513.156.005,454.816.817,L250811-02,26.706,L,MP-03,Devolucion,Operario B,Línea 2,PLANTA CRE | Devolución parcial,2025-08-20T10:46:56
2025-08-20,250815,513.064.005,452.758.399,L250820-02,849.353,kg,MP-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-08-20T12:49:05
2025-08-20,250831,513.126.057,452.745.135,L250820-01,371.719,kg,MP-01,Emision,Supervisor,Línea 2,PLANTA MAK | Proceso OK,2025-08-20T15:12:49
2025-08-20,250814,501.159.148,451.515.833,L250820-03,193.711,kg,AD-01,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-08-20T16:17:50
2025-08-21,250823,505.075.038,452.140.799,L250821-01,265.361,kg,MP-01,Emision,Operario C,Línea 1,PLANTA MAK | Proceso OK,2025-08-21T06:29:03
2025-08-21,250830,512.037.054,451.500.341,L250821-02,511.784,kg,AD-01,Emision,Supervisor,Línea 1,PLANTA MAK | Proceso OK,2025-08-21T06:34:12
2025-08-21,250820,505.014.069,454.080.136,L250821-03,295.245,kg,MP-01,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-08-21T08:24:55
2025-08-21,250814,501.159.148,451.018.543,L250821-03,334.818,kg,MP-01,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-08-21T09:57:55
2025-08-21,250819,505.106.001,454.502.146,L250830-02,48.529,L,MP-03,Devolucion,Operario A,Tanque 3,PLANTA MAK | Devolución parcial,2025-08-21T10:05:23
2025-08-21,250833,501.130.032,454.837.241,L250821-03,756.596,kg,MP-02,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-08-21T11:52:03
2025-08-21,250818,512.048.088,453.144.192,L250821-02,355.433,kg,MP-01,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-08-21T11:55:52
2025-08-21,250818,512.048.088,455.171.502,L250821-03,270.386,kg,AD-01,Emision,Supervisor,Tanque 5,PLANTA CRE | Proceso OK,2025-08-21T13:10:05
2025-08-21,250811,501.135.074,451.064.849,L250802-01,77.862,L,AD-01,Devolucion,Operario C,Tanque 5,PLANTA CRE | Devolución parcial,2025-08-21T13:55:58
2025-08-21,250835,501.161.127,452.534.070,L250821-02,1446.050,kg,MP-01,Emision,Supervisor,Línea 1,PLANTA MAK | Proceso OK,2025-08-21T14:00:41
2025-08-21,250821,512.109.069,452.998.828,L250821-02,526.036,kg,MP-03,Emision,Operario A,Tanque 5,PLANTA CRE | Proceso OK,2025-08-21T15:10:23
2025-08-21,250835,501.161.127,454.809.587,L250821-03,334.787,kg,MP-03,Emision,Supervisor,Línea 2,PLANTA MAK | Proceso OK,2025-08-21T16:39:58
