fecha,of,producto_codigo,componente_codigo,lote,cantidad,unidad,almacen,movimiento,emisor,receptor,observaciones,timestamp_registro
2025-07-05,250735,505.084.127,453.608.345,L250705-01,584.394,kg,AD-01,Emision,Supervisor,Línea 1,PLANTA CRE | Proceso OK,2025-07-05T17:08:33
2025-07-06,250728,501.162.148,451.572.695,L250706-02,22.000,ud,AD-01,Emision,Operario B,Línea 2,PLANTA CRE | Proceso OK,2025-07-06T08:09:04
2025-07-06,250715,501.086.010,455.723.438,L250706-02,290.367,kg,AD-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-07-06T08:50:44
2025-07-06,250721,513.113.009,454.083.613,L250730-03,65.717,kg,MP-01,Devolucion,Supervisor,Línea 1,PLANTA CRE | Devolución parcial,2025-07-06T09:53:58
2025-07-06,250727,501.173.005,454.622.453,L250706-03,274.695,kg,MP-02,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-07-06T12:55:47
2025-07-06,250733,501.116.074,452.787.990,L250706-02,730.363,kg,AD-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-07-06T15:09:20
2025-07-06,250711,513.161.127,452.792.297,L250706-02,646.310,kg,MP-01,Emision,Supervisor,Tanque 5,PLANTA MAK | Proceso OK,2025-07-06T15:29:33
2025-07-06,250716,505.094.071,451.738.922,L250706-02,536.831,kg,MP-03,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-07-06T16:19:14
2025-07-06,250711,513.161.127,451.876.239,L250706-03,390.386,kg,MP-03,Emision,Operario B,Línea 1,PLANTA MAK | Proceso OK,2025-07-06T16:19:53
2025-07-06,250730,512.048.005,455.520.806,L250706-03,947.258,L,AD-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-06T18:08:04
2025-07-06,250721,513.113.009,454.966.279,L250721-01,142.705,L,AD-01,Devolucion,Operario C,Tanque 5,PLANTA CRE | Devolución parcial,2025-07-06T18:35:02
2025-07-07,250717,505.070.054,452.155.237,L250707-02,585.115,kg,MP-03,Emision,Supervisor,Tanque 5,PLANTA CRE | Proceso OK,2025-07-07T06:13:53
2025-07-07,250732,513.167.038,451.754.191,L250707-01,585.944,kg,AD-01,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-07-07T07:51:43
2025-07-07,250710,501.007.038,451.693.759,L250707-03,631.664,kg,MP-01,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-07-07T09:28:37
2025-07-07,250713,505.139.010,454.195.097,L250707-02,312.933,kg,MP-02,Emision,Supervisor,Línea 2,PLANTA MAK | Proceso OK,2025-07-07T10:29:15
2025-07-07,250724,512.177.038,452.394.874,L250725-01,164.131,kg,MP-02,Devolucion,Operario A,Línea 1,PLANTA CRE | Devolución parcial,2025-07-07T10:50:28
2025-07-07,250720,512.178.032,455.339.361,L250707-01,590.410,kg,MP-02,Emision,Operario B,Línea 2,PLANTA CRE | Proceso OK,2025-07-07T14:04:10
2025-07-07,250734,512.158.071,453.957.592,L250707-01,605.703,kg,MP-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-07-07T15:56:53
2025-07-07,250733,501.116.074,452.787.990,L250707-02,684.218,kg,MP-01,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-07-07T16:19:30
2025-07-08,250712,501.154.054,453.246.060,L250708-02,371.986,kg,MP-01,Emision,Operario B,Línea 2,PLANTA CRE | Proceso OK,2025-07-08T06:04:45
2025-07-08,250711,513.161.127,452.792.297,L250708-01,38.000,ud,AD-01,Emision,Operario A,Línea 1,PLANTA MAK | Proceso OK,2025-07-08T07:09:40
2025-07-08,250733,501.116.074,452.787.990,L250708-03,302.675,L,AD-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-07-08T07:44:03
2025-07-08,250715,501.086.010,455.010.115,L250708-01,743.428,kg,AD-01,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-07-08T07:49:17
2025-07-08,250720,512.178.032,454.278.314,L250708-02,590.340,kg,MP-02,Emision,Operario A,Línea 1,PLANTA CRE | Proceso OK,2025-07-08T08:50:19
2025-07-08,250720,512.178.032,454.567.544,L250708-01,283.392,kg,MP-03,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-07-08T09:13:47
2025-07-08,250718,512.072.071,454.020.768,L250708-03,351.264,kg,MP-01,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-07-08T09:53:01
2025-07-08,250735,505.084.127,453.608.345,L250708-03,474.115,kg,MP-01,Emision,Operario B,Línea 1,PLANTA CRE | Proceso OK,2025-07-08T13:20:26
2025-07-08,250720,512.178.032,453.436.764,L250703-03,37.842,kg,AD-01,Devolucion,Operario B,Tanque 5,PLANTA CRE | Devolución parcial,2025-07-08T13:58:28
2025-07-08,250728,501.162.148,455.895.154,L250708-03,28.000,ud,MP-03,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-08T14:15:19
2025-07-08,250716,505.094.071,454.335.413,L250708-01,343.806,L,AD-01,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-07-08T16:33:35
2025-07-08,250735,505.084.127,455.307.487,L250708-01,673.733,kg,MP-01,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-07-08T17:30:06
2025-07-08,250727,501.173.005,455.117.354,L250708-02,312.719,kg,MP-02,Emision,Operario B,Línea 2,PLANTA CRE | Proceso OK,2025-07-08T18:48:41
2025-07-08,250714,505.015.089,451.610.070,L250708-01,375.331,kg,MP-03,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-07-08T18:59:04
2025-07-09,250721,513.113.009,454.966.279,L250709-01,484.001,kg,AD-01,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-07-09T08:37:27
2025-07-09,250717,505.070.054,454.711.157,L250730-03,58.844,kg,MP-02,Devolucion,Supervisor,Tanque 3,PLANTA CRE | Devolución parcial,2025-07-09T11:48:56
2025-07-09,250722,512.121.032,452.885.072,L250709-03,328.900,kg,AD-01,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-07-09T16:54:34
2025-07-09,250729,505.112.005,451.425.055,L250705-02,43.588,kg,MP-02,Devolucion,Supervisor,Línea 1,PLANTA MAK | Devolución parcial,2025-07-09T18:18:15
2025-07-10,250726,512.110.009,455.730.333,L250724-01,103.118,kg,MP-01,Devolucion,Operario A,Línea 2,PLANTA CRE | Devolución parcial,2025-07-10T08:48:39
2025-07-10,250713,505.139.010,454.885.747,L250710-03,440.148,kg,AD-01,Emision,Operario B,Línea 2,PLANTA MAK | Proceso OK,2025-07-10T10:13:03
2025-07-10,250727,501.173.005,454.622.453,L250710-02,572.936,kg,MP-01,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-07-10T10:13:49
2025-07-10,250735,505.084.127,455.849.522,L250710-02,745.155,kg,MP-03,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-07-10T11:30:22
2025-07-10,250716,505.094.071,455.322.680,L250710-01,253.638,kg,AD-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-10T15:36:19
2025-07-10,250734,512.158.071,453.195.782,L250710-01,743.248,kg,AD-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-07-10T17:23:48
2025-07-11,250719,512.102.024,455.825.124,L250711-03,387.770,kg,MP-03,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-07-11T07:15:46
2025-07-11,250720,512.178.032,453.436.764,L250711-01,970.800,kg,MP-03,Emision,Supervisor,Línea 1,PLANTA CRE | Proceso OK,2025-07-11T07:25:31
2025-07-11,250733,501.116.074,452.444.515,L250711-01,326.901,kg,MP-03,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-11T08:06:03
2025-07-11,250723,505.024.071,454.171.711,L250711-02,778.759,kg,MP-03,Emision,Operario C,Tanque 5,PLANTA MAK | Proceso OK,2025-07-11T08:15:33
2025-07-11,250736,505.002.105,454.669.958,L250711-01,320.994,kg,MP-01,Emision,Operario B,Línea 1,PLANTA MAK | Proceso OK,2025-07-11T08:26:56
2025-07-11,250735,505.084.127,453.608.345,L250705-01,175.044,kg,AD-01,Devolucion,Supervisor,Tanque 3,PLANTA CRE | Devolución parcial,2025-07-11T08:29:58
2025-07-11,250717,505.070.054,452.155.237,L250725-02,125.862,kg,AD-01,Devolucion,Operario B,Tanque 5,PLANTA CRE | Devolución parcial,2025-07-11T08:39:34
2025-07-11,250735,505.084.127,455.849.522,L250711-03,565.859,kg,MP-03,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-11T09:17:35
2025-07-11,250734,512.158.071,452.511.528,L250711-02,338.029,kg,MP-02,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-07-11T14:02:02
2025-07-11,250719,512.102.024,453.871.701,L250711-01,581.512,L,MP-03,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-11T18:29:36
2025-07-11,250721,513.113.009,454.966.279,L250711-01,1063.178,kg,MP-01,Emision,Operario B,Línea 1,PLANTA CRE | Proceso OK,2025-07-11T18:43:52
2025-07-12,250730,512.048.005,455.568.021,L250712-03,728.444,L,MP-03,Emision,Operario A,Tanque 5,PLANTA CRE | Proceso OK,2025-07-12T07:27:38
2025-07-12,250730,512.048.005,455.520.806,L250729-02,143.496,kg,MP-01,Devolucion,Operario C,Tanque 3,PLANTA CRE | Devolución parcial,2025-07-12T07:51:23
2025-07-12,250735,505.084.127,455.758.863,L250712-01,315.842,kg,AD-01,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-07-12T15:30:16
2025-07-12,250715,501.086.010,452.760.453,L250712-01,1244.064,L,MP-03,Emision,Operario B,Línea 2,PLANTA CRE | Proceso OK,2025-07-12T16:06:22
2025-07-12,250725,513.157.032,453.665.419,L250712-03,571.383,kg,AD-01,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-07-12T16:06:53
2025-07-13,250729,505.112.005,454.906.358,L250713-02,33.000,ud,MP-02,Emision,Operario A,Tanque 3,PLANTA MAK | Proceso OK,2025-07-13T07:53:45
2025-07-13,250722,512.121.032,452.885.072,L250713-03,38.000,ud,AD-01,Emision,Operario A,Línea 1,PLANTA CRE | Proceso OK,2025-07-13T09:40:43
2025-07-13,250722,512.121.032,455.521.765,L250713-02,441.494,kg,MP-02,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-07-13T09:54:49
2025-07-13,250715,501.086.010,451.968.905,L250713-03,267.623,kg,MP-03,Emision,Operario A,Línea 1,PLANTA CRE | Proceso OK,2025-07-13T10:11:37
2025-07-13,250711,513.161.127,455.197.722,L250713-03,1055.231,kg,MP-03,Emision,Operario B,Tanque 3,PLANTA MAK | Proceso OK,2025-07-13T11:13:42
2025-07-13,250727,501.173.005,454.280.221,L250713-02,731.806,kg,MP-03,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-07-13T11:49:10
2025-07-13,250716,505.094.071,455.322.680,L250713-01,543.718,kg,MP-03,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-07-13T12:50:37
2025-07-13,250710,501.007.038,454.033.031,L250713-02,681.192,kg,MP-03,Emision,Operario A,Tanque 5,PLANTA CRE | Proceso OK,2025-07-13T14:07:59
2025-07-13,250734,512.158.071,453.195.782,L250713-02,1272.065,kg,MP-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-07-13T14:18:04
2025-07-14,250717,505.070.054,452.155.237,L250714-03,204.073,kg,MP-01,Emision,Supervisor,Tanque 5,PLANTA CRE | Proceso OK,2025-07-14T06:22:19
2025-07-14,250715,501.086.010,451.968.905,L250714-03,184.965,kg,MP-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-14T10:02:45
2025-07-14,250713,505.139.010,453.434.421,L250714-01,1025.386,kg,AD-01,Emision,Operario A,Línea 2,PLANTA MAK | Proceso OK,2025-07-14T12:00:24
2025-07-14,250722,512.121.032,455.521.765,L250714-03,589.077,kg,AD-01,Emision,Supervisor,Tanque 5,PLANTA CRE | Proceso OK,2025-07-14T16:50:52
2025-07-14,250719,512.102.024,455.825.124,L250714-01,449.066,kg,AD-01,Emision,Supervisor,Tanque 5,PLANTA CRE | Proceso OK,2025-07-14T18:01:05
2025-07-14,250727,501.173.005,454.280.221,L250714-02,872.543,kg,MP-01,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-07-14T18:39:29
2025-07-15,250724,512.177.038,455.303.717,L250715-03,237.043,kg,MP-03,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-07-15T07:43:14
2025-07-15,250713,505.139.010,451.675.442,L250715-03,243.191,L,MP-01,Emision,Operario A,Línea 1,PLANTA MAK | Proceso OK,2025-07-15T07:59:48
2025-07-15,250720,512.178.032,455.339.361,L250707-01,131.273,kg,AD-01,Devolucion,Operario C,Línea 1,PLANTA CRE | Devolución parcial,2025-07-15T09:18:45
2025-07-15,250727,501.173.005,455.499.540,L250715-02,300.285,kg,MP-01,Emision,Operario B,Línea 1,PLANTA CRE | Proceso OK,2025-07-15T09:45:28
2025-07-15,250727,501.173.005,455.499.540,L250715-03,371.241,kg,MP-02,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-07-15T10:24:26
2025-07-15,250716,505.094.071,454.335.413,L250715-01,835.944,kg,MP-03,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-15T10:28:04
2025-07-15,250727,501.173.005,454.114.291,L250715-02,244.466,kg,MP-01,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-07-15T10:29:28
2025-07-15,250719,512.102.024,451.714.792,L250715-02,422.164,kg,MP-02,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-07-15T13:27:52
2025-07-15,250721,513.113.009,451.911.443,L250715-03,424.324,L,MP-02,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-07-15T14:45:17
2025-07-15,250711,513.161.127,452.792.297,L250715-01,723.223,kg,MP-02,Emision,Operario C,Tanque 5,PLANTA MAK | Proceso OK,2025-07-15T15:25:23
2025-07-15,250725,513.157.032,455.139.398,L250715-03,454.572,kg,MP-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-07-15T16:01:03
2025-07-15,250721,513.113.009,455.553.506,L250715-01,743.190,kg,MP-03,Emision,Supervisor,Tanque 5,PLANTA CRE | Proceso OK,2025-07-15T18:03:13
2025-07-16,250720,512.178.032,454.567.544,L250716-03,270.940,kg,MP-03,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-07-16T10:14:23
2025-07-16,250725,513.157.032,453.665.419,L250716-02,561.453,kg,MP-01,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-07-16T13:28:15
2025-07-16,250734,512.158.071,453.957.592,L250716-02,797.664,L,MP-01,Emision,Operario A,Tanque 5,PLANTA CRE | Proceso OK,2025-07-16T14:29:15
2025-07-16,250726,512.110.009,453.623.152,L250716-01,560.470,kg,MP-01,Emision,Supervisor,Línea 1,PLANTA CRE | Proceso OK,2025-07-16T17:47:23
2025-07-17,250726,512.110.009,451.130.282,L250717-03,486.260,kg,AD-01,Emision,Operario B,Línea 1,PLANTA CRE | Proceso OK,2025-07-17T11:54:35
2025-07-17,250728,501.162.148,454.291.259,L250717-03,509.934,kg,MP-01,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-07-17T15:24:09
2025-07-18,250730,512.048.005,454.895.482,L250718-01,265.476,kg,MP-01,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-07-18T10:28:38
2025-07-18,250735,505.084.127,455.849.522,L250718-03,495.963,L,MP-03,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-07-18T15:43:34
2025-07-19,250726,512.110.009,455.649.600,L250719-02,507.814,kg,MP-01,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-07-19T08:17:44
2025-07-19,250735,505.084.127,453.608.345,L250719-01,327.699,kg,AD-01,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-07-19T08:52:43
2025-07-19,250725,513.157.032,451.312.505,L250719-03,242.819,kg,MP-02,Emision,Operario B,Línea 2,PLANTA CRE | Proceso OK,2025-07-19T11:49:09
2025-07-19,250713,505.139.010,454.885.747,L250719-01,509.670,kg,MP-03,Emision,Operario A,Línea 1,PLANTA MAK | Proceso OK,2025-07-19T15:30:32
2025-07-19,250724,512.177.038,454.110.243,L250719-01,346.878,kg,MP-01,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-07-19T17:26:11
2025-07-20,250718,512.072.071,455.054.975,L250720-03,825.096,kg,MP-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-07-20T07:37:01
2025-07-20,250719,512.102.024,453.871.701,L250720-02,802.533,kg,MP-01,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-07-20T08:31:13
2025-07-20,250718,512.072.071,454.020.768,L250720-01,669.036,kg,AD-01,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-07-20T13:44:16
2025-07-20,250716,505.094.071,455.322.680,L250720-02,712.823,kg,AD-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-20T14:30:50
2025-07-20,250726,512.110.009,451.921.083,L250720-02,603.065,kg,AD-01,Emision,Operario A,Línea 1,PLANTA CRE | Proceso OK,2025-07-20T16:41:56
2025-07-20,250716,505.094.071,454.335.413,L250720-02,391.381,kg,AD-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-20T17:55:30
2025-07-21,250728,501.162.148,451.572.695,L250721-01,383.087,kg,MP-01,Emision,Supervisor,Tanque 3,PLANTA CRE | Proceso OK,2025-07-21T06:23:19
2025-07-21,250728,501.162.148,453.084.597,L250721-02,1069.522,kg,MP-01,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-07-21T07:48:10
2025-07-21,250722,512.121.032,455.521.765,L250721-02,103.000,ud,MP-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-07-21T07:55:54
2025-07-21,250721,513.113.009,454.966.279,L250721-01,1077.417,L,AD-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-07-21T11:20:42
2025-07-21,250727,501.173.005,454.114.291,L250721-03,993.662,kg,MP-03,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-07-21T13:04:30
2025-07-21,250711,513.161.127,451.047.678,L250721-03,438.309,kg,MP-02,Emision,Operario B,Línea 2,PLANTA MAK | Proceso OK,2025-07-21T13:24:17
2025-07-21,250712,501.154.054,453.246.060,L250721-01,296.956,kg,MP-01,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-07-21T14:15:17
2025-07-21,250711,513.161.127,451.876.239,L250721-01,556.118,kg,MP-02,Emision,Operario C,Línea 2,PLANTA MAK | Proceso OK,2025-07-21T14:49:59
2025-07-21,250727,501.173.005,454.280.221,L250713-02,57.452,kg,MP-02,Devolucion,Operario C,Tanque 3,PLANTA CRE | Devolución parcial,2025-07-21T17:52:41
2025-07-21,250730,512.048.005,451.977.539,L250721-02,552.100,kg,MP-03,Emision,Operario A,Tanque 3,PLANTA CRE | Proceso OK,2025-07-21T18:04:22
2025-07-21,250732,513.167.038,454.531.397,L250721-02,553.425,kg,MP-02,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-07-21T18:08:15
2025-07-22,250712,501.154.054,453.900.852,L250729-01,31.959,kg,MP-02,Devolucion,Operario C,Tanque 5,PLANTA CRE | Devolución parcial,2025-07-22T09:59:34
2025-07-22,250725,513.157.032,451.144.047,L250722-03,494.010,kg,MP-03,Emision,Operario A,Tanque 5,PLANTA CRE | Proceso OK,2025-07-22T10:12:07
2025-07-22,250730,512.048.005,451.977.539,L250721-02,114.320,kg,MP-03,Devolucion,Operario B,Línea 1,PLANTA CRE | Devolución parcial,2025-07-22T11:34:21
2025-07-22,250713,505.139.010,452.804.485,L250722-03,576.586,kg,MP-01,Emision,Operario A,Tanque 5,PLANTA MAK | Proceso OK,2025-07-22T17:21:51
2025-07-23,250730,512.048.005,455.520.806,L250723-02,220.580,kg,MP-01,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-07-23T06:50:12
2025-07-23,250720,512.178.032,454.278.314,L250723-01,356.894,L,MP-02,Emision,Operario C,Línea 2,PLANTA CRE | Proceso OK,2025-07-23T12:07:34
2025-07-23,250712,501.154.054,453.246.060,L250723-02,208.001,kg,AD-01,Emision,Operario C,Tanque 5,PLANTA CRE | Proceso OK,2025-07-23T14:28:07
2025-07-23,250734,512.158.071,452.511.528,L250711-02,45.046,kg,AD-01,Devolucion,Supervisor,Línea 2,PLANTA CRE | Devolución parcial,2025-07-23T15:57:32
2025-07-24,250733,501.116.074,455.656.602,L250724-02,271.605,L,MP-01,Emision,Operario A,Línea 1,PLANTA CRE | Proceso OK,2025-07-24T06:41:49
2025-07-24,250726,512.110.009,453.623.152,L250724-02,537.694,kg,MP-03,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-07-24T08:43:59
2025-07-24,250714,505.015.089,455.253.593,L250724-02,364.921,kg,MP-03,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-07-24T09:43:40
2025-07-24,250726,512.110.009,455.730.333,L250724-01,447.564,kg,MP-01,Emision,Operario B,Tanque 5,PLANTA CRE | Proceso OK,2025-07-24T12:29:21
2025-07-24,250733,501.116.074,452.444.515,L250724-02,87.000,ud,AD-01,Emision,Operario B,Tanque 3,PLANTA CRE | Proceso OK,2025-07-24T14:35:06
2025-07-25,250710,501.007.038,455.090.605,L250725-03,459.835,L,AD-01,Emision,Operario C,Tanque 3,PLANTA CRE | Proceso OK,2025-07-25T08:13:48
2025-07-25,250726,512.110.009,455.649.600,L250725-02,1688.543,kg,MP-03,Emision,Operario A,Línea 2,PLANTA CRE | Proceso OK,2025-07-25T08:36:42
2025-07-25,250717,505.070.054,452.155.237,L250725-02,579.428,kg,MP-02,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-25T10:27:31
2025-07-25,250722,512.121.032,454.196.944,L250725-02,515.883,kg,MP-03,Emision,Operario C,Línea 1,PLANTA CRE | Proceso OK,2025-07-25T10:46:19
2025-07-25,250726,512.110.009,451.921.083,L250725-01,1265.336,kg,AD-01,Emision,Supervisor,Línea 2,PLANTA CRE | Proceso OK,2025-07-25T12:21:52
